batch_size = 64
block_size = 640
max_iters = 30000
eval_interval = 200
eval_iters = 200
learning_rate = 3e-4
n_embd = 512
n_head = 8
n_layer = 8
dropout = 0.2

81659729

 !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}£§®°·¹½¾ÀÁÄÆÇÈÉÊÔ×ÜßàáâãäæçèéêëîïñòôöùûüōŒœŭΑΔΗΘΙΚΜΝΤάέίαβγδεηθικλμνξοπρςστυφχωόώϰוחἀἐἑἒἴἶὐὑὰάὲέὶ᾽ῖῦῳῶ‎‏–—‘’“”„•…′″・
220
torch.Size([81659729]) torch.int64
iter 0, loss: 5.5172, val loss: 5.5154
interests me. Makes me not anxious to learn to admit in her mind.”

“Why, that’s as liable to be poor, Mr. Captain,” said Mr. Captain,
“and will not let them be personal to us. It’s as liable to relieve
myself, I know.”

“The Captain is glad you must learn to have all night now,” cried the
Captain, turning very well. “Are you going to marry one Mr. Fantine?”

“There’s the Captain in the course of Captain Percival’s presence, Mrs.
Captain,” replied Mr. Captain.

“Wait,” said the Captain, “well. Keep wait, and what I want.”

As a Captain rose to Mr. Captain that, with that hand on the Captain,
the Captain exaggerated, he quickly felt angrily at Captain Percival,
considering that the Ankemina had no ceremony, and had already found
himself against the answer.

“I don’t know,” said Captain Percival, “but this right luck”—that was
purchased with the Inserted Man—”

“Bless you!” said the Captain; “Miss Albert, who departed from him, was
a very pleasant and relieved and displeasing soul in his cabin, and
they were not strong in pity. All the books were made and required.
Happy, they were called upon too valuably or too fast.”

“Happy,” returned Captain Cuttle, moreover, “while Farfrae came at the
table, he realised an interesting and nautical, and replied, with deep
and yellow exactness, “that the terrible animal in grumbling his
performance, but they must be questioned, too, they must go to America,
and take him off. And, however, he would assuredly know what the
Island and the Captain might, that I could settle to take care of him
without any promise.”

“Oh, if his mother had succeeded,” said Captain Cuttle.

“There is nothing of his injury to his son. There is nothing
worse for me.” But laughing rather weakly and ill, he laughed with
anxiety as if strange, and said, “O, as you’ve found that I was properly
so strange!” This was Laurie’s laughing. “I don’t know, Ma’am,” he
burst out upon his flute and nodded her eyes too. “Oily-Temper Huntingdon,
you villain!”

“And do look so for it, my dear,” he said, “don’t think of it! Besides,
then, my boys believe him that his whole heads are blowing.”

“What do you do was properly oily?” said Bessy, getting taught h
